206200,rsvp,ph,y,Le plombier dévure le robinet en acier qui fuit depuis plusieurs mois.
216600,rsvp,geo,y,ჭტტჸⴄჸ მლ ჭჸმⴃჺⴡ ჺუⴡაⴀ ჺⴣ უⴀჷ ⴣღ ჲჲჲჲჲჲჲ ჷⴄჺ ⴄჷ ⴄⴃჭⴓუⴃლუჺⴄⴃაჺუჺჸ ⴡლატღ
223500,rsvp,geo,n,პჺⴀჸ უჷ ღⴃⴡⴀⴀⴃ ლღⴄაჭჭⴃⴃⴄღპღ ჭპ უⴃტღⴓ ⴃღ ჲჺჸმჷუ ⴃჴაპჴ ჺჸჴტტ ⴣმ ლჸჭა
230400,rsvp,geo,n,აⴣ ჷმუჭპⴣუ ⴀჷ ჷⴣ ჺჺპⴓჷⴃპჺჲჺჲ ⴃⴡ ტაⴃტტპ ტⴓⴃჴაⴄღტტⴄუ ჸჲ ჴჲჲⴃⴄⴣⴀⴣⴃ ⴃმⴀ პⴃპმ
237300,rsvp,geo,y,ჴჸჲჷⴄⴄⴀⴣⴣ აჺⴡჺⴃმⴀⴡჸ უ ⴣაჸღპუუ ღⴣ ⴣტუ ჸⴣმლⴀჭⴄ ⴓჸⴄჸⴓტ ⴓუღ ჭⴃ მმმმმმმმ ლ
247700,rsvp,geo,y,ჲჸღ ⴡⴄⴡმპⴄაჸ პპპპპპპპპპ ⴄⴀ პმჴჺ ჷპჸⴡჺჲტ მჷ ⴄⴓჷჸⴃⴄⴄ მპ ჷლⴀ ⴀმლ ტⴃჴმჺჺⴣ
254600,rsvp,geo,y,ⴀⴡ პⴡⴡჭჲⴡ ჴპ ღⴓლ ჲღჺჴუ ⴓჷჺა ⴃუ ჸჲⴣმⴀჺ ჷჷჷჷჷჷჷ ჺღ ტⴡჺტⴡღⴀ ⴓღⴀⴓჸⴄჺ
261500,rsvp,geo,n,ⴓლ ⴓჸჭ ჭლ ⴃღⴃⴀⴣⴀⴃⴀ ჺუაⴣⴡჷჴ ⴓⴡჸ ⴄⴄⴣⴣⴃტჺ აⴓⴓჺ ჲჷჷჸჸ ჷⴣⴡ ჴჸ ⴃუჷმჴ
268400,rsvp,geo,y,ⴓⴡ ჴღჺჺღ ⴡჺჷჴაⴓⴃ ჲⴡⴀⴀⴓ აⴄღⴀⴣ ღტ ტჴჺჭⴓჷⴃლ ჭⴣჭⴣ ⴄⴓⴡტტ ლⴄმ ⴡⴡⴡⴡⴡⴡⴡ მⴄჺⴄტჭⴄჸ
278800,rsvp,ph,y,Elle sort le parapluie de son cartable à la bermafure éclair décousue.
285700,rsvp,ph,n,Il écoute le docteur expliquer les modalités de sa prise en charge. 
292600,rsvp,ph,n,Elle sursaute en entendant le grincement des planches du parquet mal entretenu.
299500,rsvp,ph,n,Il sursaute en entendant le grincement de la lourde porte en bois.
309900,rsvp,ldm,y,animal affecte dans navire son frais les instrument tenri de son des 
316800,rsvp,ldm,y,ouvrateuse textes sa ils abrité les port de vise les atmosphère fenêtre
323700,rsvp,ldm,n,sur avec prévenu gagnent sur la dessinent apiculteur des que le très
330600,rsvp,ldm,y,la tous des ramener à vunes classe descendue fébrile la un fermé
341000,rsvp,ph,y,Le réamilaseur pourrait envisager que le tournage se déroule sur le littoral.
347900,rsvp,ph,n,Le voyageur a écouté le son du petit carillon en bambou séché. 
354800,rsvp,ph,y,La voubée qui est posée sur mon lit appartient à mon amie.
361700,rsvp,ph,n,﻿Le cuisinier prépare la viande crue sur le fameux grill du restaurant.
372100,rsvp,geo,n,ღამმჲⴃჲⴀლ ჺუჴპმჺმტ ჸⴡⴡლჷპ ⴀა ჲლ აუჷუჺპ ლⴓ ⴓⴃღⴓ ჸპⴓ პჲჺⴃღⴀⴄ ტჸ ⴣპⴄჲ
379000,rsvp,geo,y,ჲმჭ ⴄლⴃ ტღღⴣ ⴓⴃუ ⴡჸჭაჸⴡუჺ ტუ ააააააა ჷჭჷუⴄⴄჷⴣ ჲლⴄⴄ უღჴⴄⴃჺჸ მპ ⴣჺჲⴡⴓაⴡ
385900,rsvp,geo,n,ჷპლⴡⴃაჲჸⴡ ⴣⴀჺღⴓⴄ ⴓლღმⴣ ჲⴓღ ჸ ჲმმტⴣჴ ღⴄ ჺⴄჲლ პჭⴀლპⴀⴀმ ⴡმალღⴓაჲ უⴄⴀმⴓⴡტ პტპ
392800,rsvp,geo,n,ⴣჴ ⴣⴀმჴტჺჲ ⴣⴄⴓჺ პჸⴃპჸპტ აჴჷღⴃტ მღⴓ უⴄ აჭჲⴄჴⴃⴓჴⴃჺუ ⴀმ ჴლⴀჷჸ პააⴣჷლჲⴓ ჷჷⴡ
